"W1","W2","W3","W4","A","Y"
0,0,0.92962342640385,2,1,0
0,0,0.677084484603256,2,1,0
0,0,0.342568274354562,2,1,0
0,0,0.280155666638166,3,1,1
1,0,0.0331626443658024,1,0,0
0,1,0.453583677997813,3,0,1
0,0,0.401927141472697,1,1,0
0,0,0.38018387532793,1,1,1
1,0,0.599682840984315,1,1,1
1,0,0.202820063801482,2,1,0
1,1,0.56231252825819,2,0,1
0,1,0.537935148226097,1,0,1
1,1,0.206612399080768,0,0,0
1,1,0.96509660826996,2,0,0
1,0,0.804788074223325,3,0,0
0,0,0.218481586780399,2,1,0
0,1,0.217831147136167,1,1,1
1,0,0.490706804441288,2,1,1
0,0,0.10694197867997,2,1,1
0,1,0.873198756715283,1,0,0
0,0,0.691473198356107,3,1,0
0,0,0.665900317253545,1,1,0
0,1,0.0785971127916127,3,1,1
0,1,0.105804440565407,1,0,0
0,1,0.670958544593304,1,1,0
1,1,0.627720255404711,1,0,1
0,0,0.959909850731492,3,0,0
0,1,0.48553848778829,3,0,1
0,1,0.534104449208826,2,0,1
1,1,0.773187943734229,2,0,1
1,0,0.838949144352227,1,0,0
0,1,0.222429019398987,1,0,1
1,1,0.0453112106770277,0,0,0
1,1,0.932060424936935,2,0,1
1,1,0.356892380863428,1,0,1
1,1,0.0931793213821948,1,0,0
0,1,0.989386086585,1,0,0
0,1,0.320004652254283,2,0,1
1,1,0.0263611245900393,2,0,1
1,0,0.195284395478666,3,1,0
0,1,0.34663986088708,2,0,1
0,1,0.634333046618849,0,0,1
0,0,0.641264758305624,3,1,1
1,1,0.513912881491706,1,0,1
1,0,0.635919619584456,2,1,0
1,1,0.490554939722642,0,1,1
0,1,0.441223667934537,1,0,1
1,1,0.621326919877902,1,1,1
1,1,0.401460628490895,2,0,1
1,1,0.113143468508497,1,0,1
1,0,0.212525211973116,1,1,0
0,0,0.237903510220349,2,1,0
0,1,0.997687198920175,2,0,0
0,0,0.327333616092801,2,1,1
0,1,0.395530201960355,1,0,1
0,0,0.169948754366487,3,1,0
0,0,0.0830587416421622,1,1,0
0,1,0.29206399153918,2,0,1
1,0,0.535335357533768,2,1,0
0,0,0.254032568074763,2,0,0
1,1,0.486990460194647,2,1,1
0,0,0.803293315693736,3,0,0
1,1,0.992353117326275,3,0,1
0,1,0.978514708811417,3,1,1
0,0,0.0170421975199133,1,1,0
1,1,0.395178139442578,2,0,1
1,1,0.0529691008850932,1,0,1
0,0,0.402485282626003,2,1,1
1,1,0.857008752413094,2,0,1
1,1,0.541275937110186,1,0,1
0,1,0.400760404299945,2,0,1
1,0,0.248886096756905,3,0,1
1,0,0.28332846192643,2,1,0
1,1,0.894769309554249,2,0,1
1,0,0.271337111480534,2,1,0
1,0,0.902830583741888,1,0,0
1,1,0.152243223041296,1,0,1
1,0,0.131756208837032,2,1,0
1,1,0.484269330045208,2,0,1
1,1,0.790692379930988,1,0,1
1,1,0.606064077932388,1,0,1
1,1,0.255971914622933,1,0,0
0,1,0.610219600610435,2,0,1
1,0,0.238420059205964,2,1,0
1,1,0.526427466422319,0,0,1
0,1,0.464336913544685,1,1,1
0,1,0.296091935830191,2,0,1
0,0,0.657573007745668,2,1,0
0,1,0.890286404639482,3,1,1
1,1,0.0826536109670997,1,0,0
0,0,0.622097241226584,3,1,1
0,1,0.683632745640352,1,0,1
1,0,0.77477082493715,2,1,0
0,1,0.971435657935217,1,0,0
1,1,0.649667895864695,0,0,1
0,0,0.201772226952016,2,1,1
1,1,0.940458517055959,2,0,1
0,1,0.778803584165871,1,0,0
0,1,0.657770958496258,0,0,0
0,1,0.697110545821488,0,0,0
1,0,0.973493328085169,3,0,0
0,1,0.845171987311915,3,0,1
0,0,0.933360635535792,0,0,0
0,1,0.86136150918901,3,0,1
1,1,0.267539553809911,1,1,1
1,0,0.214907149551436,3,1,0
1,1,0.388425443321466,1,1,1
0,1,0.692741580307484,2,0,1
0,1,0.617270749760792,3,0,1
0,0,0.191114092245698,2,1,0
1,0,0.25252507859841,2,1,0
1,1,0.784750713966787,2,0,1
0,0,0.71507673850283,2,1,0
0,1,0.809419211465865,1,1,1
0,1,0.193432916654274,1,1,1
1,0,0.473880376899615,3,1,0
1,1,0.650458022253588,3,0,1
1,1,0.326975183328614,2,0,1
1,0,0.942489515058696,3,1,1
0,1,0.621533379424363,2,0,1
0,1,0.923578776884824,1,1,1
1,1,0.0204740860499442,1,0,0
1,1,0.367363387020305,0,1,1
0,1,0.661505738971755,1,0,1
0,0,0.717408981174231,3,0,0
0,1,0.0879421415738761,2,0,0
1,1,0.523822927614674,2,0,0
0,1,0.264497282449156,2,0,1
1,1,0.805405694525689,1,0,0
0,1,0.145835411269218,1,0,0
1,1,0.134350804844871,2,0,0
0,1,0.594855149509385,0,0,1
0,1,0.794991701142862,1,0,1
0,0,0.177975208964199,2,1,0
0,1,0.299451982369646,1,0,0
1,1,0.15511110634543,1,0,1
0,0,0.313001829432324,2,0,0
0,1,0.211385687580332,1,0,1
1,0,0.136703559895977,1,1,0
0,1,0.685065773548558,2,0,0
0,1,0.202463239897043,1,0,1
0,0,0.424026250606403,2,1,0
1,1,0.632223427062854,0,0,1
0,1,0.873780670808628,1,0,1
1,1,0.23462802101858,2,0,1
1,1,0.510295614833012,1,1,1
1,1,0.132608208339661,1,0,0
0,1,0.415902008069679,1,0,1
1,0,0.669982328545302,3,1,0
0,1,0.659914265619591,0,0,1
1,1,0.475708008743823,2,0,1
1,0,0.476816183887422,1,1,0
0,0,0.164547640131786,3,1,0
0,1,0.512390396790579,1,0,1
1,1,0.78406187496148,1,1,1
0,0,0.249473344301805,1,1,1
1,1,0.638106358470395,1,0,1
1,0,0.833564859814942,3,1,1
1,0,0.0555223119445145,1,1,0
0,0,0.174191230442375,2,1,1
0,1,0.812053269473836,1,0,1
0,1,0.0766243974212557,1,0,1
1,1,0.480269701452926,2,0,1
0,1,0.147041495190933,2,0,1
1,1,0.0506054745055735,1,0,1
1,0,0.514856291469187,2,0,1
0,1,0.149232561467215,2,0,1
0,0,0.262447320856154,1,1,0
0,0,0.785270429914817,2,1,0
0,1,0.0219906996935606,1,0,0
1,1,0.932701014913619,3,0,1
1,0,0.979575788369402,1,1,0
0,0,0.541282875929028,1,1,0
0,1,0.79457137407735,1,0,1
1,1,0.801290780538693,2,0,0
1,1,0.326391724171117,0,0,1
1,0,0.208455846412107,3,1,0
1,1,0.785048478282988,0,0,1
1,0,0.549905411666259,3,1,0
0,0,0.81147099728696,3,0,0
0,0,0.622098247054964,3,0,0
1,1,0.317364655667916,1,0,0
1,1,0.805031288415194,3,0,1
0,1,0.833283979911357,1,0,0
0,0,0.0854001576080918,1,0,0
0,1,0.444438714534044,1,0,1
0,0,0.808011576766148,3,1,1
0,1,0.470249481732026,2,0,1
0,1,0.109078033128753,2,0,0
1,1,0.556652999250218,1,1,1
0,1,0.284810274839401,1,0,1
0,1,0.337349260691553,1,0,1
0,0,0.964804304530844,1,1,0
0,1,0.589739420218393,2,0,1
1,0,0.274817843688652,3,1,1
0,1,0.358665986219421,3,0,1
1,0,0.516588601982221,3,1,0
0,1,0.178880845895037,2,0,1
1,0,0.477268355665728,3,1,1
1,1,0.0764721175655723,2,0,1
0,0,0.439916592789814,3,1,1
0,1,0.259575951611623,1,0,1
1,1,0.26652902411297,2,1,1
0,1,0.921445865882561,2,0,1
0,1,0.501090579200536,2,0,1
0,0,0.170438023051247,3,1,1
0,0,0.378126743482426,2,1,0
1,0,0.426402513636276,2,1,0
1,0,0.248233657795936,0,1,0
1,0,0.648394776973873,0,1,0
1,1,0.52073032525368,1,1,1
0,1,0.138200581772253,1,0,1
1,0,0.681962171336636,2,1,1
0,1,0.65048801805824,2,0,0
1,1,0.171250008046627,1,0,1
1,1,0.424602262675762,1,1,1
0,1,0.804331639315933,3,0,1
0,1,0.617875932948664,2,0,1
0,1,0.265206536045298,1,0,0
1,1,0.206901552621275,0,0,1
0,0,0.910080120200291,2,1,0
0,1,0.678810324752703,2,0,1
1,0,0.116931258235127,2,0,0
1,1,0.113985889125615,0,0,1
0,1,0.553598144557327,3,0,1
0,0,0.366992339259014,2,1,0
1,0,0.656088787131011,3,1,1
1,0,0.462593655800447,3,0,0
0,0,0.217091045342386,3,1,1
0,1,0.768303696997464,3,0,0
1,0,0.677010495215654,3,1,0
1,1,0.433157385559753,3,0,1
0,1,0.639185176230967,1,1,1
0,1,0.695438268827274,0,0,1
0,0,0.941568604437634,3,1,1
1,0,0.693030858645216,3,1,0
1,0,0.673733380390331,2,1,0
1,1,0.392594201490283,2,0,1
1,0,0.243299060268328,2,1,1
0,1,0.944208800559863,1,0,1
1,1,0.746593765448779,2,0,1
0,1,0.763742301845923,1,1,0
1,1,0.256542407209054,0,0,1
0,1,0.157072149217129,1,0,0
1,1,0.1292991025839,1,0,1
0,1,0.438859269022942,2,1,0
0,0,0.955473637906834,2,1,0
0,1,0.624648565426469,2,0,1
0,1,0.883940212894231,3,0,1
1,1,0.350502677727491,3,0,1
0,1,0.816147960955277,2,0,1
1,1,0.22564389789477,0,0,1
1,0,0.0599518998060375,1,0,0
0,0,0.286076621850953,3,1,1
0,1,0.156988022848964,1,0,1
0,1,0.632305385079235,2,0,1
0,1,0.375333783682436,3,1,1
1,0,0.933137592161074,3,0,0
0,0,0.703468189341947,2,0,0
0,0,0.308586678467691,3,1,1
1,1,0.0550137015525252,2,0,0
1,1,0.614481136901304,2,0,1
0,0,0.120920935412869,2,0,0
1,1,0.361485444009304,1,0,0
1,1,0.584660418564454,2,0,0
1,1,0.445604586042464,2,0,1
0,1,0.343691271729767,1,0,1
1,1,0.61865290789865,1,0,1
1,0,0.554059908026829,3,1,1
1,0,0.0455270675010979,3,0,0
0,0,0.60692245978862,2,1,1
0,1,0.899147178279236,1,0,1
1,1,0.770081656519324,3,0,1
0,0,0.806033951230347,3,1,1
1,1,0.605876954272389,2,0,1
1,1,0.306694525294006,0,0,0
0,0,0.605022217845544,3,1,0
0,1,0.638180751586333,0,1,1
0,1,0.47025701450184,2,0,1
1,1,0.756007549352944,1,0,1
1,1,0.353206745581701,1,0,1
0,1,0.233211551560089,0,1,1
0,0,0.181986365700141,2,1,0
0,0,0.771234913729131,3,1,1
1,1,0.242590151494369,2,0,0
0,1,0.972330369520932,1,0,0
0,1,0.787795230513439,1,0,1
1,1,0.696478269528598,2,0,1
1,0,0.577013727743179,3,1,1
1,0,0.137339842040092,2,0,0
1,1,0.732687038602307,2,0,1
1,1,0.500858642859384,0,0,1
0,1,0.0372208005283028,1,0,1
0,1,0.73674383177422,2,1,1
1,1,0.928607702953741,1,0,1
1,1,0.352639048825949,0,0,1
1,0,0.14590036845766,3,1,1
0,0,0.332788085564971,2,1,0
0,1,0.0922195860184729,2,0,0
0,1,0.917918501421809,2,0,1
1,0,0.356356945820153,0,1,0
1,1,0.379159189527854,1,0,1
0,1,0.846935360925272,1,0,0
0,0,0.989898073719814,1,1,0
1,0,0.83674601605162,3,0,1
1,1,0.284193624742329,2,0,1
1,1,0.98070631059818,2,0,1
1,1,0.123560892185196,2,0,0
1,0,0.901348192244768,2,1,0
0,1,0.579254896380007,1,0,1
1,0,0.480458856793121,3,1,1
1,0,0.660656059160829,3,1,0
0,1,0.230621071765199,3,0,1
0,1,0.544139727717265,3,0,1
1,1,0.642193444538862,2,0,0
0,1,0.991228845436126,1,0,1
0,1,0.808679513633251,1,1,1
0,0,0.442576077766716,2,1,0
0,1,0.311807091115043,1,0,0
0,1,0.414183149579912,2,0,1
1,1,0.784779867390171,1,0,1
1,0,0.527170583372936,2,1,1
0,1,0.10633683972992,1,0,0
0,0,0.00386147364042699,1,0,0
0,0,0.774895940441638,2,0,0
1,1,0.961878736736253,2,0,0
0,1,0.308511667652056,1,0,0
1,1,0.553346389206126,2,0,1
0,0,0.438447766005993,2,1,0
1,1,0.733049657195807,1,1,1
1,1,0.483623687643558,2,0,1
0,0,0.123059128643945,2,1,0
1,1,0.0745835725683719,1,0,0
1,1,0.422651124186814,3,0,1
1,1,0.476001520641148,2,0,1
0,1,0.374568930128589,1,0,0
0,0,0.846676905173808,2,1,0
1,0,0.0875290185213089,1,1,0
1,0,0.498639725614339,3,1,0
0,0,0.758700315374881,2,1,0
1,1,0.536235672421753,1,1,1
0,0,0.581503112334758,2,1,0
0,1,0.819881071103737,2,0,1
1,1,0.337448504986241,1,1,0
1,1,0.601675145095214,1,1,1
1,0,0.732668834971264,3,1,1
1,1,0.397873695008457,2,0,1
0,1,0.864384443964809,0,0,1
0,1,0.310002170037478,2,0,1
1,0,0.0528862606734037,3,0,0
1,1,0.601026931311935,2,0,1
1,1,0.117405617143959,1,0,0
0,1,0.200650096638128,0,0,0
1,0,0.886081157950684,3,0,0
0,1,0.863449047552422,2,0,0
0,0,0.0347350360825658,1,1,0
1,0,0.904039282584563,3,1,0
1,1,0.594489037757739,2,0,1
1,1,0.452789934584871,0,0,1
0,0,0.347080466803163,2,1,0
1,0,0.307431327877566,3,0,1
1,0,0.543871312635019,2,0,0
1,1,0.352267276262864,3,0,1
0,0,0.294390500057489,1,1,0
0,1,0.265692918095738,1,0,1
0,0,0.299663606565446,3,1,0
0,1,0.655767483171076,3,0,1
0,1,0.4884753737133,1,0,1
0,0,0.403059251606464,3,1,1
1,1,0.440908465767279,1,0,1
0,0,0.245593356201425,1,1,0
1,1,0.861812185030431,2,0,1
0,0,0.298025912372395,1,1,0
0,1,0.848206608789042,1,0,0
0,1,0.248203655937687,0,1,1
1,1,0.239334104815498,1,0,0
0,0,0.925225812243298,3,1,0
0,1,0.911605905741453,1,1,1
0,1,0.58600902557373,1,0,1
1,0,0.496646688785404,3,1,0
1,1,0.987466444959864,3,0,1
1,1,0.866936634061858,1,0,1
1,1,0.237165750935674,1,0,1
0,1,0.399426806718111,1,0,1
0,0,0.731091587804258,2,1,1
1,1,0.503945696400478,1,0,1
1,1,0.384857771918178,2,0,1
1,1,0.915521488757804,2,0,0
1,1,0.845947150373831,3,0,1
1,0,0.92007389315404,3,0,1
1,1,0.472050657961518,2,0,1
1,1,0.275856730062515,1,0,0
1,1,0.0015203773509711,3,0,1
0,0,0.654835258144885,2,1,0
0,0,0.788055842975155,3,1,0
1,0,0.882092570653185,2,1,0
1,0,0.591113686095923,0,1,0
1,1,0.901178095024079,2,0,1
1,0,0.80021998565644,3,1,0
0,1,0.755537823075429,1,0,1
1,1,0.00188700319267809,1,0,0
1,1,0.729728013975546,2,0,1
1,0,0.278508960967883,2,0,0
1,1,0.559692559065297,1,0,1
1,1,0.163603329099715,1,0,0
0,0,0.385365637252107,2,1,0
0,1,0.678655177354813,1,0,1
0,1,0.0219282964244485,0,0,0
0,1,0.428565237903967,1,1,1
1,1,0.202362559968606,1,1,1
0,1,0.578786541009322,1,0,1
1,0,0.691876426804811,3,1,1
0,1,0.463753276271746,3,1,1
0,1,0.625796242849901,1,0,1
1,1,0.748294615885243,3,0,1
0,1,0.896260292036459,2,0,0
1,1,0.601967858616263,2,0,1
1,1,0.532864904496819,2,0,1
0,0,0.989463495789096,3,1,0
1,1,0.95394475874491,1,0,1
0,1,0.386665806174278,1,0,0
0,0,0.354182327631861,2,1,0
0,0,0.0370679730549455,1,1,0
0,0,0.763889022637159,3,1,1
0,0,0.835489517077804,1,1,0
1,1,0.791626039659604,1,0,0
0,1,0.187050375388935,1,0,1
1,0,0.840573910390958,3,1,0
1,1,0.83072946104221,1,0,1
0,0,0.210439006099477,2,1,0
1,0,0.618767198640853,2,1,1
0,1,0.354880942031741,1,1,1
0,0,0.48791951383464,3,1,1
0,1,0.0483048846945167,2,0,1
0,0,0.135428553679958,3,0,1
1,1,0.876670546364039,2,0,0
1,1,0.840258190175518,2,0,1
0,1,0.646685174433514,1,0,0
1,0,0.180007252842188,2,1,0
0,0,0.735201292438433,2,1,0
0,0,0.79438372165896,2,1,0
0,1,0.33922054618597,1,1,1
0,1,0.413778517162427,2,0,1
0,1,0.836731365183368,1,0,0
0,0,0.923094849800691,2,0,0
0,1,0.784306626534089,1,0,1
1,1,0.0774742816574872,0,0,1
0,1,0.605994979850948,1,0,1
1,1,0.908476801356301,1,0,0
1,0,0.0466605089604855,1,1,0
0,1,0.780760042136535,3,0,1
1,0,0.491952609270811,2,1,0
1,1,0.500661823898554,3,0,1
1,0,0.0271614824887365,1,1,0
0,1,0.402947340393439,1,0,1
0,1,0.967566359788179,3,0,1
0,1,0.304049123544246,1,0,1
1,1,0.076112570008263,3,0,1
0,1,0.287850587628782,1,0,1
0,0,0.497567071346566,2,1,1
0,0,0.502905262866989,2,1,1
0,1,0.973807555390522,3,0,1
0,1,0.91276746802032,3,0,1
1,1,0.926367143634707,1,0,0
0,0,0.120317681226879,2,1,0
1,1,0.5027273921296,2,0,1
1,1,0.767565787071362,1,0,1
1,0,0.497256275033578,2,1,1
1,0,0.320846299640834,2,1,0
0,1,0.79652679967694,2,0,0
0,1,0.801023144507781,1,0,1
1,0,0.974322239402682,2,1,0
0,0,0.822820268804207,2,1,0
1,1,0.208585477666929,1,0,1
1,0,0.39947460917756,1,1,0
1,0,0.149647290585563,2,1,0
0,0,0.321175187593326,2,1,0
0,1,0.544808076228946,3,0,1
0,1,0.295198346488178,1,0,1
1,1,0.369635132374242,1,0,1
0,0,0.266738885547966,3,1,1
1,0,0.737778186332434,2,0,0
0,0,0.367966454708949,2,1,1
0,0,0.303652185713872,3,1,0
0,1,0.459312613587826,1,0,1
1,0,0.126431040698662,1,1,0
1,0,0.0105209220200777,2,0,0
0,1,0.775945716770366,1,1,1
1,1,0.311052591539919,3,0,1
1,0,0.81031945021823,3,0,0
0,0,0.316285969689488,2,1,1
0,0,0.359673697734252,3,1,1
0,1,0.243172323331237,2,0,1
0,1,0.683210868388414,1,0,1
0,1,0.868639356223866,3,0,1
0,1,0.425071232253686,0,1,1
1,1,0.625683006132022,3,1,1
1,1,0.240488151786849,1,0,1
1,1,0.146043951855972,3,0,0
1,1,0.34742567059584,2,0,1
0,0,0.445946439867839,3,1,0
0,1,0.830821163253859,2,0,1
1,1,0.860112585360184,3,0,1
0,1,0.518540978198871,2,1,1
0,1,0.936643916647881,1,0,0
1,1,0.0209060558117926,0,0,0
0,1,0.196395662147552,1,0,1
1,0,0.512229923624545,1,1,0
0,1,0.179336839122698,2,0,0
1,0,0.743453910807148,1,1,0
0,1,0.482318643480539,2,0,1
1,0,0.058111974503845,1,1,0
0,0,0.574302444932982,2,1,0
1,1,0.654275923734531,1,1,1
0,0,0.346563876839355,2,1,0
1,1,0.0854170387610793,3,0,1
1,0,0.941511539043859,1,1,0
1,1,0.19862150750123,0,1,1
0,1,0.343107333639637,3,0,1
0,1,0.286679428070784,2,0,1
0,1,0.437847568420693,2,0,1
0,1,0.113770667929202,2,0,0
0,0,0.146440124837682,2,1,0
0,1,0.527141399215907,0,0,1
1,1,0.521771574392915,3,0,1
0,1,0.74407995864749,3,1,1
0,1,0.593618063023314,3,1,1
1,1,0.0828133157920092,2,0,1
1,1,0.575459335697815,2,0,1
0,1,0.275280422531068,2,0,1
0,1,0.112720719538629,1,0,1
0,0,0.97680734610185,2,1,0
1,1,0.526583218248561,2,0,1
1,0,0.211405165260658,3,1,0
0,1,0.95428907009773,1,0,1
0,1,0.927071142941713,3,0,0
1,0,0.844278416596353,3,0,0
1,0,0.568500235443935,3,1,1
0,0,0.96831294009462,3,1,0
0,1,0.771976193645969,2,0,1
1,1,0.0398985771462321,2,0,1
0,0,0.606755291344598,3,1,1
1,1,0.135924530681223,2,0,1
0,1,0.785515731433406,1,1,1
1,1,0.204734680475667,1,0,1
0,1,0.361478287260979,2,0,1
0,1,0.938091995893046,3,0,1
0,1,0.359604708617553,3,0,1
0,1,0.689836373087019,2,0,1
1,1,0.872151942458004,0,1,0
0,1,0.34270831127651,2,0,1
0,1,0.811032630736008,2,0,1
0,0,0.741742833983153,2,1,1
0,1,0.355197814293206,3,0,1
0,0,0.148518731351942,3,1,1
1,1,0.749947190051898,2,0,0
0,1,0.939219442894682,2,1,1
1,1,0.872486997162923,3,0,1
1,1,0.872825786238536,3,0,1
0,0,0.979915601667017,3,0,0
1,1,0.206632708664984,1,0,0
0,0,0.0215031178668141,1,0,0
1,1,0.331030292436481,2,0,1
0,1,0.54538609366864,0,0,1
0,0,0.167185947299004,1,1,0
0,0,0.717640849761665,2,1,1
0,1,0.471640011062846,2,0,1
0,0,0.55890768696554,3,1,0
1,1,0.870200007455423,0,0,0
1,0,0.37880986649543,3,1,0
1,1,0.85587350372225,2,0,1
1,1,0.477970886044204,3,0,1
1,1,0.694505143444985,1,0,0
1,1,0.481195120606571,1,0,1
1,1,0.380629786523059,2,1,1
0,1,0.566029172390699,0,1,0
1,1,0.728159493766725,0,0,1
0,1,0.992000479716808,2,0,0
0,0,0.393605893244967,3,1,1
1,1,0.212638483382761,1,1,1
1,0,0.759093939093873,3,1,1
0,0,0.155095669440925,3,1,0
0,0,0.995373237645254,3,1,0
0,1,0.808170208241791,3,0,1
0,0,0.864952180301771,3,1,0
0,0,0.550108071183786,2,1,1
0,1,0.0641955630853772,1,0,1
0,1,0.0502097888384014,1,0,1
1,1,0.0316148968413472,1,0,1
0,1,0.820151561172679,2,0,1
1,1,0.300680136308074,1,1,0
0,1,0.111806605011225,1,1,1
1,1,0.611764621920884,2,1,1
1,0,0.279076853534207,2,1,1
1,1,0.338252318091691,2,0,0
0,1,0.923452672082931,2,0,1
0,1,0.702439328888431,2,0,1
1,1,0.527128020534292,2,1,1
0,0,0.737141574267298,2,1,0
0,1,0.515492251841351,2,0,1
0,0,0.734182990156114,2,1,0
1,1,0.987462732940912,1,0,1
0,1,0.00927246687933803,3,0,1
1,1,0.505804380401969,0,0,1
1,1,0.048148559872061,1,0,1
0,1,0.0492812874726951,0,0,1
1,0,0.487445737235248,3,1,1
1,0,0.604714774293825,2,1,1
0,0,0.939995091874152,3,1,1
1,1,0.928528168238699,2,0,0
1,1,0.0997517006471753,1,1,1
1,0,0.805938034318388,3,1,1
1,1,0.0387824079953134,1,0,0
0,1,0.123660284560174,1,0,0
1,0,0.926591273397207,2,0,0
1,1,0.841857134131715,1,0,1
1,0,0.810525721171871,3,1,1
1,0,0.0128281945362687,2,0,0
0,0,0.661316017620265,2,1,0
0,1,0.229364172089845,0,0,1
0,1,0.220493473112583,2,1,1
0,1,0.385361246298999,2,0,1
0,1,0.0173973143100739,1,0,1
0,1,0.11934149172157,1,0,0
1,1,0.218544464092702,2,0,1
0,1,0.894291953882203,1,0,1
0,0,0.791346689686179,3,0,0
1,0,0.151274365140125,1,1,0
1,0,0.309758472023532,3,0,1
1,1,0.813422948820516,0,0,0
0,1,0.791841467376798,2,0,1
1,1,0.130775985540822,3,0,1
0,0,0.54177118698135,3,1,1
1,1,0.315275051398203,2,0,1
1,0,0.97393725020811,2,0,0
0,0,0.112737132934853,3,1,0
0,1,0.691850577946752,1,0,1
0,1,0.872619369765744,3,0,1
0,0,0.501655802130699,2,1,0
1,1,0.684934166027233,2,0,1
0,0,0.834332147845998,3,1,1
1,0,0.334116686601192,2,0,0
1,0,0.877515872009099,3,0,0
1,0,0.015870614675805,2,1,0
0,1,0.137322097085416,1,0,1
0,1,0.129174159839749,2,0,1
0,1,0.264053610619158,0,0,0
1,0,0.348840037826449,2,1,0
0,0,0.128819497535005,2,1,1
0,0,0.490105460397899,2,1,1
1,1,0.137643368216231,1,0,1
1,0,0.830391690135002,2,1,0
0,1,0.213420980144292,2,0,1
0,0,0.597627450479195,3,1,1
1,1,0.407823508838192,2,0,1
1,1,0.937547906767577,3,0,1
1,1,0.396519000874832,3,0,1
0,1,0.0199876739643514,0,0,1
0,0,0.295397363370284,2,1,1
0,1,0.179764139233157,1,0,0
0,1,0.213910622755066,1,0,1
0,1,0.397096791071817,1,0,1
1,0,0.887852256651968,3,1,0
0,1,0.622937947744504,2,0,1
0,1,0.403730148216709,1,0,1
0,1,0.621015193173662,0,0,1
1,1,0.587825399823487,3,0,1
1,0,0.224070456111804,2,1,0
0,1,0.225589322159067,2,0,1
0,0,0.64132038038224,2,1,0
0,1,0.759395559318364,1,0,1
0,0,0.788846853887662,2,1,0
1,0,0.148624462075531,1,1,0
1,0,0.239663605578244,1,0,0
1,1,0.0757957925088704,0,0,0
0,1,0.102077862014994,1,0,1
0,0,0.477597877616063,2,1,1
0,0,0.853740348247811,2,1,1
1,0,0.522713779006153,2,1,0
0,1,0.165080330101773,1,0,0
1,1,0.72527072345838,1,0,0
0,1,0.29673138144426,2,1,1
0,1,0.888412647880614,1,0,1
0,1,0.805953216738999,3,0,1
1,0,0.804772516712546,3,1,0
0,1,0.460058176191524,1,0,1
1,1,0.00635499227792025,1,0,1
1,1,0.491657509002835,2,0,1
0,1,0.621527001960203,1,0,0
1,1,0.395296089351177,0,0,1
0,1,0.848240092629567,1,0,1
1,1,0.784355589188635,1,0,1
0,0,0.456259304890409,3,1,1
1,1,0.188461373792961,0,0,1
0,1,0.78076960798353,2,0,1
1,0,0.600589240668342,3,1,1
0,1,0.390302194049582,0,0,1
0,1,0.564958346774802,2,1,1
1,1,0.924973350483924,2,0,1
0,1,0.838773340219632,2,0,1
0,0,0.288520305650309,2,0,0
1,0,0.201556210406125,2,0,0
0,0,0.0218812224920839,2,1,0
0,0,0.0387070549186319,0,1,0
1,0,0.530896683689207,3,1,0
1,1,0.496151776984334,2,0,1
0,1,0.462061659432948,1,0,1
0,1,0.108050908427685,1,0,1
1,1,0.648697528755292,1,0,1
1,0,0.0394551244098693,2,0,1
1,1,0.779057876905426,2,0,0
0,0,0.231094484217465,2,1,0
0,0,0.762349064927548,1,1,0
1,0,0.738074517808855,2,1,0
1,0,0.627448490355164,2,1,0
1,0,0.68914094590582,3,1,0
0,1,0.728768585948274,1,0,1
0,0,0.951937906211242,1,1,0
0,1,0.048663638997823,2,0,1
0,0,0.534926902968436,2,1,0
0,0,0.129470540210605,3,1,0
1,1,0.943704045377672,2,0,0
1,1,0.675685107475147,0,1,1
1,1,0.0348536830861121,1,0,0
1,1,0.616427557775751,2,0,1
1,0,0.930223576026037,3,0,0
1,0,0.340785021428019,3,0,1
0,1,0.887211219174787,2,0,1
0,1,0.714591172989458,2,1,1
1,0,0.513424937380478,2,1,1
0,0,0.821112866979092,1,1,0
1,0,0.0765571147203445,1,0,0
1,1,0.83704294427298,1,0,1
0,1,0.808379838010296,1,0,1
0,1,0.108520336449146,1,0,1
1,0,0.808317299932241,2,1,0
1,1,0.453471427550539,2,0,1
1,0,0.523391837254167,2,1,1
1,1,0.298111399635673,1,0,1
0,0,0.946563776582479,3,1,1
0,1,0.548512437846512,2,1,1
1,1,0.174776582513005,1,0,1
0,0,0.251840842654929,2,1,0
0,0,0.598307410953566,1,1,0
0,1,0.79842333169654,1,0,1
0,0,0.424782468238845,1,1,0
0,1,0.523205856326967,2,0,1
0,1,0.0553160421550274,0,0,0
1,1,0.543322123819962,3,0,1
1,0,0.508939379360527,2,1,1
1,0,0.528769824421033,3,1,1
0,0,0.192085230024531,3,1,0
0,1,0.0375963884871453,1,0,0
1,1,0.626355567248538,2,0,0
0,0,0.284360332181677,3,1,1
0,1,0.195701913442463,1,0,1
1,1,0.488989918259904,2,0,1
1,1,0.842075619846582,1,0,1
1,1,0.331479301210493,1,0,1
0,1,0.150037759682164,3,1,1
1,0,0.0962508658412844,1,0,0
0,1,0.476842867443338,1,1,1
0,1,0.192413928452879,2,0,1
0,0,0.54346154211089,2,0,0
0,1,0.86471129511483,3,0,1
0,1,0.457975263008848,1,0,1
1,1,0.220093494048342,1,0,1
0,0,0.81505163689144,3,1,0
1,1,0.963737374404445,1,0,1
0,0,0.472390369977802,3,1,1
0,1,0.269936977885664,1,0,0
1,1,0.427363416412845,1,0,1
0,1,0.380740058375522,1,0,1
